ubigeo;departamento;provincia;distrito;poblacion;superficie;longitud;latitud
121004;La Libertad;Julcán;Huaso;7304;431.05;-78.4158;-8.2233
121101;La Libertad;Gran Chimú;Cascas;14386;465.67;-78.8167;-7.4803
121102;La Libertad;Gran Chimú;Lucma;7210;280.38;-78.5511;-7.6406
121103;La Libertad;Gran Chimú;Marmot;2054;300.25;-78.6256;-7.6981
121104;La Libertad;Gran Chimú;Sayapullo;7994;238.47;-78.4681;-7.5964
121201;La Libertad;Virú;Virú;71152;1072.95;-78.7511;-8.4156
121202;La Libertad;Virú;Chao;42779;1736.87;-78.6825;-8.5394
121203;La Libertad;Virú;Guadalupito;10166;404.72;-78.6258;-8.9519
130101;Lambayeque;Chiclayo;Chiclayo;298467;50.35;-79.8397;-6.7736
130102;Lambayeque;Chiclayo;Chongoyape;18101;712.0;-79.3842;-6.6428
130103;Lambayeque;Chiclayo;Etén;10599;84.78;-79.8644;-6.9072
130104;Lambayeque;Chiclayo;Etén Puerto;2160;14.48;-79.8664;-6.9269
130105;Lambayeque;Chiclayo;Lagunas;10436;429.27;-79.6244;-6.9911
130106;Lambayeque;Chiclayo;Monsefú;32314;44.94;-79.8714;-6.8786
130107;Lambayeque;Chiclayo;Nueva Arica;2331;208.63;-79.3386;-6.8731
130108;Lambayeque;Chiclayo;Oyotun;9879;455.4;-79.2981;-6.8458
130109;Lambayeque;Chiclayo;Picsi;9965;56.92;-79.7708;-6.7186
130110;Lambayeque;Chiclayo;Pimentel;46075;66.53;-79.9361;-6.8369
130111;Lambayeque;Chiclayo;Reque;15386;47.03;-79.8181;-6.8644
130112;Lambayeque;Chiclayo;José Leonardo Ortiz;199144;28.22;-79.8408;-6.7592
130113;Lambayeque;Chiclayo;Santa Rosa;13030;14.09;-79.9231;-6.88
130114;Lambayeque;Chiclayo;Saña;12397;313.9;-79.5839;-6.9233
130115;Lambayeque;Chiclayo;La Victoria;93069;29.36;-79.8367;-6.7883
130116;Lambayeque;Chiclayo;Cayaltí;15915;162.86;-79.5617;-6.8917
130117;Lambayeque;Chiclayo;Patapo;22843;182.81;-79.6406;-6.7386
130118;Lambayeque;Chiclayo;Pomalca;25831;80.35;-79.7728;-6.7667
130119;Lambayeque;Chiclayo;Pucala;8958;175.81;-79.6122;-6.78
130120;Lambayeque;Chiclayo;Tumán;30713;130.34;-79.7017;-6.7478
130201;Lambayeque;Ferreñafe;Ferreñafe;35919;62.18;-79.7911;-6.6394
130202;Lambayeque;Ferreñafe;Incahuasi;15733;443.91;-79.315;-6.2372
130203;Lambayeque;Ferreñafe;Cañaris;14787;284.88;-79.2647;-6.0447
130204;Lambayeque;Ferreñafe;Pitipo;24214;558.18;-79.7808;-6.5664
130205;Lambayeque;Ferreñafe;Pueblo Nuevo;13619;28.88;-79.7947;-6.6367
130206;Lambayeque;Ferreñafe;Manuel Antonio Mesones Muro;4254;200.57;-79.7361;-6.6456
130301;Lambayeque;Lambayeque;Lambayeque;79914;330.73;-79.9072;-6.7006
130302;Lambayeque;Lambayeque;Chochope;1122;79.27;-79.6469;-6.1586
130303;Lambayeque;Lambayeque;Illimo;9415;24.37;-79.8531;-6.4733
130304;Lambayeque;Lambayeque;Jayanca;18039;680.96;-79.8211;-6.3881
130305;Lambayeque;Lambayeque;Mochumi;19467;103.7;-79.8647;-6.5467
130306;Lambayeque;Lambayeque;Mórrope;47455;1041.66;-80.0128;-6.54
130307;Lambayeque;Lambayeque;Motupe;26985;557.37;-79.7153;-6.1536
130308;Lambayeque;Lambayeque;Olmos;41587;5583.47;-79.75;-5.9883
130309;Lambayeque;Lambayeque;Pacora;7299;87.79;-79.84;-6.4275
130310;Lambayeque;Lambayeque;Salas;13056;991.8;-79.6044;-6.2736
130311;Lambayeque;Lambayeque;San José;16851;46.73;-79.9686;-6.7703
130312;Lambayeque;Lambayeque;Tucume;23288;67.0;-79.8594;-6.5097
140101;Lima;Lima;Lima;269858;21.98;-77.0322;-12.0467
140102;Lima;Lima;Ancón;42124;285.45;-77.1703;-11.7764
140103;Lima;Lima;Ate;672160;77.72;-76.9242;-12.0256
140104;Lima;Lima;Breña;75882;3.22;-77.0536;-12.0567
140105;Lima;Lima;Carabayllo;322936;303.31;-77.0419;-11.8583
140106;Lima;Lima;Comas;545685;48.75;-77.05;-11.95
140107;Lima;Lima;Chaclacayo;44890;39.5;-76.7642;-11.9783
140108;Lima;Lima;Chorrillos;341322;38.94;-77.0247;-12.1742
140109;Lima;Lima;La Victoria;169270;8.74;-77.0308;-12.0653
140110;Lima;Lima;La Molina;182603;65.75;-76.9339;-12.0875
140111;Lima;Lima;Lince;49833;3.03;-77.0306;-12.0811
140112;Lima;Lima;Lurigancho;232902;236.47;-76.7036;-11.9372
140113;Lima;Lima;Lurín;90818;180.26;-76.8847;-12.2686
140114;Lima;Lima;Magdalena Del Mar;55786;3.61;-77.0747;-12.0967
140115;Lima;Lima;Miraflores;82898;9.62;-77.0453;-12.1175
140116;Lima;Lima;Pachacámac;139067;160.23;-76.8597;-12.2286
140117;Lima;Lima;Pueblo Libre;77322;4.38;-77.0631;-12.0733
140118;Lima;Lima;Pucusana;18284;37.39;-76.7964;-12.4825
140119;Lima;Lima;Puente Piedra;378910;72.81;-77.1058;-11.8464
140120;Lima;Lima;Punta Hermosa;8104;119.5;-76.8258;-12.3375
140121;Lima;Lima;Punta Negra;8500;130.5;-76.7947;-12.3661
140122;Lima;Lima;Rímac;165451;11.87;-77.0436;-12.0294
140123;Lima;Lima;San Bartolo;8200;45.01;-76.7806;-12.3883
140124;Lima;Lima;San Isidro;54298;11.1;-77.0344;-12.0989
140125;Lima;Lima;Barranco;29424;3.33;-77.0247;-12.1494
140126;Lima;Lima;San Martin de Porres;741417;36.82;-77.0469;-12.0303
140127;Lima;Lima;San Miguel;139399;10.72;-77.0864;-12.09
140128;Lima;Lima;Santa María del Mar;1721;9.81;-76.7758;-12.4092
140129;Lima;Lima;Santa Rosa;20112;21.35;-77.1775;-11.7983
140130;Lima;Lima;Santiago de Surco;363183;35.89;-77.0078;-12.1506
140131;Lima;Lima;Surquillo;92908;3.46;-77.0081;-12.1136
140132;Lima;Lima;Villa María Del Triunfo;473036;70.57;-76.9528;-12.1572
140133;Lima;Lima;Jesús María;72804;4.57;-77.045;-12.0697
140134;Lima;Lima;Independencia;223827;14.56;-77.0522;-12.0008
140135;Lima;Lima;El Agustino;198366;12.54;-76.9986;-12.0433
140136;Lima;Lima;San Juan de Miraflores;422389;22.97;-76.9722;-12.1589
140137;Lima;Lima;San Juan de Lurigancho;1156300;131.25;-77.0025;-12.0244
140138;Lima;Lima;San Luis;59377;3.49;-76.9975;-12.0728
140139;Lima;Lima;Cieneguilla;50486;240.33;-76.8125;-12.1178
140140;Lima;Lima;San Borja;114479;9.96;-76.9989;-12.1078
140141;Lima;Lima;Villa El Salvador;489583;35.46;-76.9433;-12.2164
140142;Lima;Lima;Los Olivos;390742;18.25;-77.0694;-11.9828
140143;Lima;Lima;Santa Anita;242026;10.69;-76.985;-12.0433
140201;Lima;Cajatambo;Cajatambo;2260;567.96;-76.9939;-10.4722
140205;Lima;Cajatambo;Copa;803;212.16;-77.0789;-10.3856
140206;Lima;Cajatambo;Gorgor;2774;309.95;-77.0389;-10.6214
140207;Lima;Cajatambo;Huancapón;982;146.1;-77.1128;-10.5483
140208;Lima;Cajatambo;Manas;982;279.04;-77.1669;-10.5953
140301;Lima;Canta;Canta;2900;123.09;-76.6231;-11.4675
140302;Lima;Canta;Arahuay;796;134.29;-76.6731;-11.6222
140303;Lima;Canta;Huamantanga;1349;488.09;-76.7489;-11.4997
140304;Lima;Canta;Huaros;785;333.45;-76.5761;-11.4058
140305;Lima;Canta;Lachaqui;904;137.87;-76.6244;-11.5567
140306;Lima;Canta;San Buenaventura;567;106.26;-76.6631;-11.4897
140307;Lima;Canta;Santa Rosa de Quives;8388;408.11;-76.8444;-11.6928
140401;Lima;Cañete;San Vicente de Cañete;58091;513.15;-76.3883;-13.0825
140402;Lima;Cañete;Calango;2434;530.89;-76.5433;-12.5256
140403;Lima;Cañete;Cerro Azul;8489;105.08;-76.4794;-13.0267
140404;Lima;Cañete;Coayllo;1097;590.99;-76.4606;-12.7258
140405;Lima;Cañete;Chilca;16350;475.47;-76.7361;-12.5172
140406;Lima;Cañete;Imperial;41037;53.16;-76.35;-13.0608
140407;Lima;Cañete;Lunahuana;4921;500.33;-76.1392;-12.9597
140408;Lima;Cañete;Mala;35929;129.31;-76.63;-12.6553
140409;Lima;Cañete;Nuevo Imperial;24623;329.3;-76.3158;-13.0742
140410;Lima;Cañete;Pacarán;1842;258.72;-76.0519;-12.8636
140411;Lima;Cañete;Quilmana;15823;437.4;-76.3828;-12.95
140412;Lima;Cañete;San Antonio;4371;37.15;-76.65;-12.6431
140413;Lima;Cañete;San Luis;13420;38.53;-76.4294;-13.0508
140414;Lima;Cañete;Santa Cruz de Flores;2898;100.06;-76.6397;-12.6194
140415;Lima;Cañete;Zuñiga;1912;198.01;-76.0225;-12.8581
140416;Lima;Cañete;Asia;9902;277.36;-76.5572;-12.7789
140501;Lima;Huaura;Huacho;60196;717.02;-77.61;-11.1069
140502;Lima;Huaura;Ambar;2761;929.68;-77.2694;-10.7572
140504;Lima;Huaura;Caleta de Carquín;7055;2.04;-77.6278;-11.0917
140505;Lima;Huaura;Checras;1864;166.37;-76.8336;-10.935
140506;Lima;Huaura;Hualmay;29448;5.81;-77.61;-11.1014
140507;Lima;Huaura;Huaura;36793;484.43;-77.6003;-11.0692
140508;Lima;Huaura;Leoncio Prado;2004;300.13;-76.9308;-11.0586
140509;Lima;Huaura;Paccho;2225;229.25;-76.9336;-10.9567
140511;Lima;Huaura;Santa Leonor;1462;375.49;-76.7447;-10.9483
140512;Lima;Huaura;Santa María;35132;127.51;-77.5883;-11.0883
140513;Lima;Huaura;Sayán;24941;1310.77;-77.1917;-11.1364
140516;Lima;Huaura;Vegueta;23091;253.7;-77.6425;-11.0225
140601;Lima;Huarochirí;Matucana;3584;179.44;-76.3878;-11.8458
140602;Lima;Huarochirí;Antioquía;1246;387.98;-76.5133;-12.0814
140603;Lima;Huarochirí;Callahuanca;4357;57.47;-76.6203;-11.8275
140604;Lima;Huarochirí;Carampoma;1907;234.21;-76.5181;-11.6561
140605;Lima;Huarochirí;San Pedro de Casta;1325;79.91;-76.5989;-11.7583
140606;Lima;Huarochirí;Cuenca;397;60.02;-76.4378;-12.1336
140607;Lima;Huarochirí;Chicla;7881;244.1;-76.2711;-11.7078
140608;Lima;Huarochirí;Huanza;2851;227.01;-76.5069;-11.6561
140609;Lima;Huarochirí;Huarochirí;1251;249.09;-76.2344;-12.1381
140610;Lima;Huarochirí;Lahuaytambo;651;81.88;-76.3911;-12.0969
140611;Lima;Huarochirí;Langa;822;80.99;-76.4233;-12.1253
140612;Lima;Huarochirí;Mariatana;1325;168.63;-76.3261;-12.2378
140613;Lima;Huarochirí;Ricardo Palma;6358;34.59;-76.6617;-11.925
140614;Lima;Huarochirí;San Andrés de Tupicocha;1272;83.35;-76.4778;-12.0008
140615;Lima;Huarochirí;San Antonio;5785;563.59;-76.6519;-11.7439
140616;Lima;Huarochirí;San Bartolomé;2409;43.91;-76.5275;-11.9114
140617;Lima;Huarochirí;San Damian;1137;343.22;-76.3936;-12.0178
140618;Lima;Huarochirí;Sangallaya;569;81.92;-76.2297;-12.1606
140619;Lima;Huarochirí;San Juan de Tantaranche;477;137.16;-76.185;-12.1136
140620;Lima;Huarochirí;San Lorenzo de Quinti;1547;467.58;-76.2133;-12.1453
140621;Lima;Huarochirí;San Mateo;5120;425.6;-76.3031;-11.7589
140622;Lima;Huarochirí;San Mateo de Otao;1599;123.91;-76.5475;-11.8686
140623;Lima;Huarochirí;San Pedro de Huancayre;248;41.75;-76.2186;-12.1311
140624;Lima;Huarochirí;Santa Cruz de Cocachacra;2541;41.5;-76.5406;-11.9108
140625;Lima;Huarochirí;Santa Eulalia;12476;111.12;-76.6656;-11.9106
140626;Lima;Huarochirí;Santiago de Anchucaya;526;94.01;-76.2325;-12.0961
140627;Lima;Huarochirí;Santiago de Tuna;762;54.25;-76.5275;-11.985
140628;Lima;Huarochirí;Santo Domingo de Los Olleros;5026;552.32;-76.5161;-12.2203
140629;Lima;Huarochirí;Surco;1973;102.58;-76.4425;-11.885
140630;Lima;Huarochirí;Huachupampa;3003;76.02;-76.59;-11.7228
140631;Lima;Huarochirí;Laraos;2452;104.51;-76.5422;-11.6647
140632;Lima;Huarochirí;San Juan de Iris;1891;124.31;-76.5275;-11.6847
140701;Lima;Yauyos;Yauyos;2905;327.17;-75.9217;-12.46
140702;Lima;Yauyos;Alis;1233;142.06;-75.7864;-12.2803
140703;Lima;Yauyos;ALLAUCA;2293;438.79;-76.0367;-12.5922
140704;Lima;Yauyos;Ayaviri;675;238.83;-76.1389;-12.3825
140705;Lima;Yauyos;Azángaro;519;79.84;-75.8367;-12.9994
140706;Lima;Yauyos;Cacra;383;213.79;-75.7828;-12.8119
140707;Lima;Yauyos;Carania;378;122.13;-75.8717;-12.3444
140708;Lima;Yauyos;Cochas;449;27.73;-76.1589;-12.2964
140709;Lima;Yauyos;Colonia;1288;323.96;-75.8906;-12.6319
140710;Lima;Yauyos;Chocos;1236;213.37;-75.8631;-12.9133
140711;Lima;Yauyos;Huampara;175;54.03;-76.1661;-12.3608
140712;Lima;Yauyos;Huancaya;1424;283.6;-75.7992;-12.2028
140713;Lima;Yauyos;Huangascar;549;50.46;-75.8311;-12.8997
140714;Lima;Yauyos;Huantan;943;516.35;-75.8106;-12.4572
140715;Lima;Yauyos;Huañec;485;37.54;-76.1386;-12.2939
140716;Lima;Yauyos;Laraos;725;402.85;-75.7856;-12.3456
140717;Lima;Yauyos;Lincha;966;221.22;-75.6658;-12.8
140718;Lima;Yauyos;Miraflores;447;226.24;-75.8536;-12.2747
140719;Lima;Yauyos;Omas;562;295.35;-76.2903;-12.5172
140720;Lima;Yauyos;Quinches;961;113.33;-76.1422;-12.3075
140721;Lima;Yauyos;Quinocay;530;153.13;-76.2264;-12.3642
140722;Lima;Yauyos;San Joaquín;452;41.24;-76.1464;-12.2844
140723;Lima;Yauyos;San Pedro de Pilas;364;97.39;-76.2267;-12.4544
140724;Lima;Yauyos;Tanta;504;347.15;-76.0122;-12.1214
140725;Lima;Yauyos;Tauripampa;405;530.86;-76.16;-12.6156
140726;Lima;Yauyos;Tupe;648;321.15;-75.8089;-12.7403
140727;Lima;Yauyos;Tomás;1151;297.93;-75.7461;-12.2372
140728;Lima;Yauyos;Viñac;1906;165.23;-75.7794;-12.9311
140729;Lima;Yauyos;Vitis;665;101.79;-75.8069;-12.2236
140730;Lima;Yauyos;Hongos;388;103.8;-75.7647;-12.8108
140731;Lima;Yauyos;Madean;804;220.72;-75.7775;-12.945
140732;Lima;Yauyos;Putinza;489;66.44;-75.9494;-12.6689
140733;Lima;Yauyos;Catahuasi;943;123.86;-75.8911;-12.8003
140801;Lima;Huaral;Huaral;104610;640.76;-77.2053;-11.4914
140802;Lima;Huaral;Atavillos Alto;626;347.69;-76.6561;-11.2331
140803;Lima;Huaral;Atavillos Bajo;1135;164.89;-76.8231;-11.3533
140804;Lima;Huaral;Aucallama;20446;729.41;-77.1744;-11.5592
140805;Lima;Huaral;Chancay;65014;150.11;-77.2658;-11.5669
140806;Lima;Huaral;Ihuari;2344;467.67;-76.9519;-11.1889
140807;Lima;Huaral;Lampián;389;144.97;-76.8386;-11.2369
140808;Lima;Huaral;Pacaraos;385;294.04;-76.6464;-11.1833
140809;Lima;Huaral;San Miguel de Acos;777;48.16;-76.8214;-11.2736
140810;Lima;Huaral;Veintisiete de Noviembre;414;204.27;-76.7786;-11.1919
140811;Lima;Huaral;Santa Cruz de Andamarca;1469;216.92;-76.6336;-11.1947
140812;Lima;Huaral;Sumbilca;948;259.38;-76.8194;-11.4072
140901;Lima;Barranca;Barranca;73485;158.82;-77.7603;-10.7564
140902;Lima;Barranca;Paramonga;22373;408.59;-77.8197;-10.6742
140903;Lima;Barranca;Pativilca;20032;278.64;-77.7792;-10.6961
140904;Lima;Barranca;Supe;23345;512.92;-77.7133;-10.7992
140905;Lima;Barranca;Supe Puerto;11898;11.51;-77.7447;-10.8003
141001;Lima;Oyón;Oyón;15066;890.43;-76.7728;-10.6692
141002;Lima;Oyón;Naván;1235;227.16;-77.0122;-10.8353
141003;Lima;Oyón;Caujul;1076;105.5;-76.9786;-10.8053
141004;Lima;Oyón;Andajes;1058;148.18;-76.91;-10.7914
141005;Lima;Oyón;Pachangara;3485;252.05;-76.8744;-10.8125
141006;Lima;Oyón;Cochamarca;1653;265.55;-77.1278;-10.8617
150101;Loreto;Maynas;Iquitos;151072;358.15;-73.2619;-3.7497
150102;Loreto;Maynas;Alto Nanay;3064;14290.81;-73.7003;-3.8869
150103;Loreto;Maynas;Fernando Lores;20646;4476.19;-73.1525;-4.0064
150104;Loreto;Maynas;Las Amazonas;9926;6593.64;-72.7689;-3.4136
150105;Loreto;Maynas;Mazan;14057;9884.28;-73.1142;-3.4978
150106;Loreto;Maynas;Napo;16695;24049.95;-73.6806;-2.4936
150107;Loreto;Maynas;Putumayo;4341;10886.41;-72.6556;-2.4497
150108;Loreto;Maynas;Torres Causana;5238;6795.14;-75.1814;-0.9642
150110;Loreto;Maynas;Indiana;11273;3297.76;-73.0444;-3.4983
150111;Loreto;Maynas;Punchana;94201;1573.39;-73.2447;-3.7289
150112;Loreto;Maynas;Belén;77641;632.8;-73.2444;-3.7644
150113;Loreto;Maynas;San Juan Bautista;161819;3117.05;-73.2864;-3.7742
150114;Loreto;Maynas;Teniente Manuel Clavero;5926;9488.52;-74.6753;-0.3783
150201;Loreto;Alto Amazonas;Yurimaguas;74047;2187.67;-76.1094;-5.8944
150202;Loreto;Alto Amazonas;Balsapuerto;18042;2954.17;-76.5597;-5.8314
150205;Loreto;Alto Amazonas;Jeberos;5453;4253.68;-76.2836;-5.2939
150206;Loreto;Alto Amazonas;Lagunas;14584;5929.16;-75.6775;-5.23
150210;Loreto;Alto Amazonas;Santa Cruz;4535;2222.31;-75.8572;-5.5125
150211;Loreto;Alto Amazonas;Teniente César López Rojas;6743;1292.03;-75.8742;-6.0272
150301;Loreto;Loreto;Nauta;30631;6672.35;-73.5261;-4.4567
150302;Loreto;Loreto;Parinari;7331;12934.74;-74.4844;-4.56
150303;Loreto;Loreto;Tigre;8664;19785.7;-74.6903;-3.5503
150304;Loreto;Loreto;Urarinas;15270;15434.46;-74.7597;-4.5333
150305;Loreto;Loreto;Trompeteros;11196;12246.01;-75.0597;-3.8028
150401;Loreto;Requena;Requena;31004;3038.56;-73.8525;-5.0589
150402;Loreto;Requena;Alto Tapiche;2139;9013.8;-74.0908;-6.0256
150403;Loreto;Requena;Capelo;4564;842.37;-74.1592;-5.4072
150404;Loreto;Requena;Emilio San Martín;7637;4572.56;-74.2864;-5.7936
150405;Loreto;Requena;Maquia;8508;4792.06;-74.5503;-5.7892
150406;Loreto;Requena;Puinahua;6170;6149.49;-74.3433;-5.2533
150407;Loreto;Requena;Saquena;5025;2081.42;-73.5333;-4.7261
150408;Loreto;Requena;Soplin;707;4711.38;-73.6911;-6.005
150409;Loreto;Requena;Tapiche;1245;2014.23;-74.1886;-5.6644
150410;Loreto;Requena;Jenaro Herrera;5754;1517.43;-73.6728;-4.9053
150411;Loreto;Requena;Yaquerana;3090;10947.16;-72.8761;-5.1494
150501;Loreto;Ucayali;Contamana;28098;10675.13;-75.0414;-7.325
150502;Loreto;Ucayali;Vargas Guerra;9125;1846.49;-75.1594;-6.9094
150503;Loreto;Ucayali;Padre Márquez;7901;2475.66;-74.8403;-7.9444
150504;Loreto;Ucayali;Pampa Hermosa;11081;7346.98;-75.2969;-7.195
150505;Loreto;Ucayali;Sarayacu;16913;6303.17;-75.1178;-6.3958
150506;Loreto;Ucayali;Inahuaya;2751;646.04;-75.2667;-7.1164
150601;Loreto;Mariscal Ramón Castilla;Ramón Castilla;25020;7163.07;-70.5178;-3.9078
150602;Loreto;Mariscal Ramón Castilla;Pebas;17653;11048.35;-71.8631;-3.3192
150603;Loreto;Mariscal Ramón Castilla;Yavari;16315;13807.54;-70.0408;-4.3567
150604;Loreto;Mariscal Ramón Castilla;San Pablo;16675;5045.58;-71.1022;-4.0164
150701;Loreto;Datem del Marañón;Barranca;14043;7235.53;-76.5642;-4.8219
150702;Loreto;Datem del Marañón;Andoas;12869;11540.66;-76.4344;-3.475
150703;Loreto;Datem del Marañón;Cahuapanas;8639;4685.11;-76.9858;-5.2711
150704;Loreto;Datem del Marañón;Manseriche;10707;3493.77;-77.4183;-4.565
150705;Loreto;Datem del Marañón;Morona;13609;10776.95;-77.2147;-4.3247
150706;Loreto;Datem del Marañón;Pastaza;6496;8908.91;-76.5981;-4.6442
160101;Madre de Dios;Tambopata;Tambopata;84207;22218.56;-69.1875;-12.5972
160102;Madre de Dios;Tambopata;Inambari;10818;4256.82;-70.3678;-13.1
160103;Madre de Dios;Tambopata;Las Piedras;6101;7032.21;-69.1536;-12.2781
160104;Madre de Dios;Tambopata;Laberinto;5329;2760.9;-69.59;-12.7172
160201;Madre de Dios;Manu;Manu;3321;8166.65;-71.3633;-12.8381
160202;Madre de Dios;Manu;Fitzcarrald;1641;10955.29;-70.9336;-12.2678
160203;Madre de Dios;Manu;Madre de Dios;13835;7234.81;-70.3936;-12.6181
160204;Madre de Dios;Manu;Huepetuhe;6802;1478.42;-70.5336;-12.9975
160301;Madre de Dios;Tahuamanu;Iñapari;1659;14853.66;-69.5814;-10.9544
160302;Madre de Dios;Tahuamanu;Iberia;9486;2549.32;-69.4889;-11.4072
160303;Madre de Dios;Tahuamanu;Tahuamanu;3658;3793.9;-69.3214;-11.455
170101;Moquegua;Mariscal Nieto;Moquegua;59387;3949.04;-70.9369;-17.195
170102;Moquegua;Mariscal Nieto;Carumas;5805;2256.31;-70.6953;-16.8106
170103;Moquegua;Mariscal Nieto;Cuchumbaya;2228;67.58;-70.6878;-16.7525
170104;Moquegua;Mariscal Nieto;San Cristóbal;4190;542.73;-70.6831;-16.7406
170105;Moquegua;Mariscal Nieto;Torata;5784;1793.37;-70.8442;-17.0767
170106;Moquegua;Mariscal Nieto;Samegua;6581;62.55;-70.9008;-17.1797
170201;Moquegua;General Sánchez Cerro;Omate;4661;250.64;-70.9719;-16.6739
170202;Moquegua;General Sánchez Cerro;Coalaque;1104;247.58;-71.0239;-16.6486
170203;Moquegua;General Sánchez Cerro;Chojata;2685;847.94;-70.7286;-16.3894
170204;Moquegua;General Sánchez Cerro;Ichuña;5048;1017.74;-70.5392;-16.1411
170205;Moquegua;General Sánchez Cerro;La Capilla;2326;776.04;-71.1767;-16.7581
170206;Moquegua;General Sánchez Cerro;Lloque;2087;254.45;-70.7381;-16.3239
170207;Moquegua;General Sánchez Cerro;Matalaque;1236;557.23;-70.8278;-16.4819
170208;Moquegua;General Sánchez Cerro;Puquina;2469;550.99;-71.1842;-16.6211
170209;Moquegua;General Sánchez Cerro;Quinistaquillas;1487;193.79;-70.8808;-16.7486
170210;Moquegua;General Sánchez Cerro;Ubinas;3714;874.57;-70.8581;-16.3856
170211;Moquegua;General Sánchez Cerro;Yunga;2514;110.74;-70.6814;-16.1964
170301;Moquegua;Ilo;Ilo;69079;295.51;-71.345;-17.6444
170302;Moquegua;Ilo;El Algarrobal;332;747.0;-71.2703;-17.6228
170303;Moquegua;Ilo;Pacocha;3319;338.08;-71.34;-17.6161
180101;Pasco;Pasco;Chaupimarca;25724;6.66;-76.2556;-10.6828
180103;Pasco;Pasco;Huachón;4762;846.3;-75.9522;-10.6378
180104;Pasco;Pasco;Huariaca;8278;133.07;-76.1889;-10.4428
180105;Pasco;Pasco;Huayllay;11564;1026.87;-76.3681;-11.0044
180106;Pasco;Pasco;Ninacaca;3297;508.92;-76.1131;-10.8617
180107;Pasco;Pasco;Pallanchacra;5040;73.69;-76.2356;-10.4147
180108;Pasco;Pasco;Paucartambo;25070;782.19;-75.8128;-10.7731
180109;Pasco;Pasco;San Francisco de Asís de Yarusyacán;9518;117.7;-76.1964;-10.4914
180110;Pasco;Pasco;Simón Bolívar;11404;697.15;-76.3175;-10.6897
180111;Pasco;Pasco;Ticlacayan;14863;748.43;-76.1625;-10.5344
180112;Pasco;Pasco;Tinyahuarco;6346;94.49;-76.2733;-10.7689
180113;Pasco;Pasco;Vicco;2173;173.3;-76.2375;-10.8414
180114;Pasco;Pasco;Yanacancha;30792;165.11;-76.2556;-10.6689
180201;Pasco;Daniel Alcides Carrión;Yanahuanca;12963;921.06;-76.5169;-10.4925
180202;Pasco;Daniel Alcides Carrión;Chacayan;4439;198.58;-76.4383;-10.435
180203;Pasco;Daniel Alcides Carrión;Goyllarisquizga;4234;23.17;-76.4078;-10.4733
180204;Pasco;Daniel Alcides Carrión;Paucar;1721;134.18;-76.445;-10.3697
180205;Pasco;Daniel Alcides Carrión;San Pedro de Pillao;1883;92.17;-76.4972;-10.4392
180206;Pasco;Daniel Alcides Carrión;Santa Ana de Tusi;23892;353.11;-76.3547;-10.4719
180207;Pasco;Daniel Alcides Carrión;Tapuc;4533;60.19;-76.4617;-10.4558
180208;Pasco;Daniel Alcides Carrión;Vilcabamba;1563;102.35;-76.4492;-10.4789
180301;Pasco;Oxapampa;Oxapampa;14438;419.85;-75.4039;-10.5728
180302;Pasco;Oxapampa;Chontabamba;3598;457.09;-75.4633;-10.6044
180303;Pasco;Oxapampa;Huancabamba;6628;1182.15;-75.5131;-10.4261
180304;Pasco;Oxapampa;Puerto Bermúdez;18016;8014.31;-74.9358;-10.2964
180305;Pasco;Oxapampa;Villa Rica;20633;859.23;-75.2722;-10.7364
180306;Pasco;Oxapampa;Pozuzo;9818;750.87;-75.5569;-10.0653
180307;Pasco;Oxapampa;Palcazu;11282;2912.16;-75.1458;-10.1878
180308;Pasco;Oxapampa;Constitución;12105;3171.49;-74.9986;-9.8458
190101;Piura;Piura;Piura;158034;196.15;-80.6289;-5.1942
190103;Piura;Piura;Castilla;147546;656.69;-80.6211;-5.2006
190104;Piura;Piura;Catacaos;74562;2286.97;-80.6764;-5.2697
190105;Piura;Piura;La Arena;38483;171.24;-80.7108;-5.3464
190106;Piura;Piura;La Unión;41736;320.9;-80.7433;-5.4031
190107;Piura;Piura;Las Lomas;27290;557.69;-80.2442;-4.6578
190109;Piura;Piura;Tambo Grande;123352;1496.75;-80.3414;-4.9331
190113;Piura;Piura;Cura Mori;19168;217.41;-80.6656;-5.325
190114;Piura;Piura;El Tallán;5215;100.98;-80.68;-5.4128
190201;Piura;Ayabaca;Ayabaca;38963;1549.99;-79.7161;-4.6392
190202;Piura;Ayabaca;Frías;24461;565.31;-79.9431;-4.9342
190203;Piura;Ayabaca;Lagunas;7425;190.82;-79.8456;-4.79
190204;Piura;Ayabaca;Montero;6619;130.57;-79.8275;-4.6303
190205;Piura;Ayabaca;Pacaipampa;25060;981.5;-79.67;-4.9953
190206;Piura;Ayabaca;Sapillica;12442;267.09;-79.9831;-4.7786
190207;Piura;Ayabaca;Sicchez;1829;33.1;-79.765;-4.5703
190208;Piura;Ayabaca;Suyo;12471;1078.61;-80.0031;-4.5139
190209;Piura;Ayabaca;Jilili;2768;104.73;-79.7989;-4.5839
190210;Piura;Ayabaca;Paimas;10504;319.67;-79.9453;-4.6269
190301;Piura;Huancabamba;Huancabamba;30956;446.75;-79.4508;-5.2394
190302;Piura;Huancabamba;Canchaque;8173;306.41;-79.6097;-5.3758
190303;Piura;Huancabamba;Huarmaca;41688;1908.22;-79.5247;-5.5683
190304;Piura;Huancabamba;Sondor;8679;336.53;-79.4106;-5.315
190305;Piura;Huancabamba;Sondorillo;10910;226.09;-79.43;-5.3394
